Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Socioeconomic,Health Insurance Coverage,With health insurance coverage,613468,(+/- 7797 ),548358,(+/- 7679 ),638638,(+/- 11119 ),638177,(+/- 16892 ),642311,(+/- 13332 ),678629,(+/- 13143 ),673722,(+/- 16649 ),589796,(+/- 8453 ),625017,(+/- 9550 ),650246,(+/- 14358 ),655305,(+/- 14784 ),602225,(+/- 8620 ),646152,(+/- 16654 ),609171,(+/- 8627 )
Socioeconomic,Health Insurance Coverage,With private health insurance,449647,(+/- 10199 ),352812,(+/- 10557 ),512344,(+/- 12963 ),456858,(+/- 15455 ),480392,(+/- 12481 ),601678,(+/- 13076 ),557400,(+/- 15038 ),418965,(+/- 10677 ),461168,(+/- 12083 ),497360,(+/- 14716 ),553769,(+/- 14298 ),439497,(+/- 12743 ),479533,(+/- 17596 ),448342,(+/- 11974 )
Socioeconomic,Health Insurance Coverage,With public coverage,247320,(+/- 8514 ),273840,(+/- 7131 ),217498,(+/- 9205 ),244740,(+/- 12709 ),222218,(+/- 10405 ),144920,(+/- 7902 ),168835,(+/- 7887 ),258920,(+/- 7879 ),260954,(+/- 7293 ),230392,(+/- 9433 ),171370,(+/- 8821 ),252830,(+/- 7929 ),236827,(+/- 11783 ),239653,(+/- 8848 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,91733,(+/- 6810 ),90100,(+/- 5955 ),82742,(+/- 7660 ),107749,(+/- 8809 ),94731,(+/- 7955 ),75444,(+/- 7021 ),111183,(+/- 8987 ),97898,(+/- 7822 ),104529,(+/- 7707 ),78623,(+/- 8325 ),102517,(+/- 11276 ),86372,(+/- 6470 ),94247,(+/- 9915 ),91705,(+/- 8509 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,174553,(+/- 2352 ),162457,(+/- 3281 ),173381,(+/- 5070 ),195118,(+/- 8742 ),153542,(+/- 9063 ),180972,(+/- 7667 ),214681,(+/- 8392 ),170683,(+/- 2932 ),169279,(+/- 4122 ),175059,(+/- 7908 ),186611,(+/- 6628 ),170186,(+/- 2532 ),203867,(+/- 10344 ),175937,(+/- 2068 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,8688,(+/- 2091 ),8044,(+/- 1923 ),11106,(+/- 2723 ),16858,(+/- 4214 ),10863,(+/- 3715 ),10207,(+/- 2516 ),13309,(+/- 2591 ),11348,(+/- 2493 ),13225,(+/- 2685 ),8650,(+/- 3349 ),19139,(+/- 4677 ),7807,(+/- 1754 ),11852,(+/- 2852 ),11676,(+/- 2447 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,12.3,(+/- 1.3 ),21.4,(+/- 1.6 ),10.0,(+/- 1.3 ),14.0,(+/- 1.7 ),17.5,(+/- 1.4 ),5.7,(+/- 0.9 ),7.5,(+/- 1.2 ),16.3,(+/- 1.5 ),9.3,(+/- 1.3 ),11.2,(+/- 1.3 ),7.4,(+/- 1.1 ),16.7,(+/- 1.5 ),11.0,(+/- 1.7 ),11.2,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,19.6,(+/- 2.0 ),31.8,(+/- 2.3 ),14.9,(+/- 2.2 ),21.9,(+/- 3.0 ),27.0,(+/- 2.7 ),7.7,(+/- 1.6 ),11.1,(+/- 2.0 ),24.0,(+/- 2.5 ),15.2,(+/- 2.2 ),17.4,(+/- 2.3 ),9.5,(+/- 1.8 ),26.4,(+/- 2.7 ),17.1,(+/- 3.0 ),17.5,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,18.9,(+/- 5.2 ),29.5,(+/- 6.1 ),21.4,(+/- 6.4 ),18.4,(+/- 7.2 ),21.7,(+/- 4.9 ),8.4,(+/- 3.3 ),11.9,(+/- 5.8 ),23.8,(+/- 8.0 ),16.6,(+/- 6.4 ),21.4,(+/- 6.4 ),8.7,(+/- 4.0 ),19.2,(+/- 6.6 ),17.3,(+/- 7.5 ),12.5,(+/- 4.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,5.9,(+/- 1.1 ),8.9,(+/- 1.6 ),4.2,(+/- 1.0 ),7.9,(+/- 1.4 ),4.9,(+/- 1.2 ),4.0,(+/- 0.8 ),3.9,(+/- 1.0 ),7.7,(+/- 1.4 ),6.3,(+/- 1.2 ),4.9,(+/- 1.0 ),4.3,(+/- 0.9 ),6.3,(+/- 1.1 ),5.0,(+/- 1.2 ),6.3,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,6.8,(+/- 1.7 ),11.3,(+/- 2.7 ),5.9,(+/- 2.0 ),12.7,(+/- 2.7 ),5.8,(+/- 1.8 ),5.2,(+/- 1.5 ),5.7,(+/- 1.6 ),10.6,(+/- 2.4 ),10.1,(+/- 2.3 ),6.6,(+/- 1.7 ),5.2,(+/- 1.6 ),7.8,(+/- 1.7 ),7.5,(+/- 2.4 ),10.0,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,3.1,(+/- 2.9 ),10.5,(+/- 6.0 ),6.5,(+/- 4.7 ),13.0,(+/- 8.2 ),5.5,(+/- 3.3 ),8.8,(+/- 4.0 ),8.2,(+/- 7.4 ),7.3,(+/- 4.6 ),7.4,(+/- 5.3 ),8.8,(+/- 4.9 ),3.9,(+/- 2.7 ),1.5,(+/- 1.3 ),10.5,(+/- 8.5 ),7.3,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",31.6,(+/- 3.8 ),42.7,(+/- 3.4 ),27.6,(+/- 3.9 ),26.8,(+/- 4.4 ),34.9,(+/- 3.3 ),12.5,(+/- 4.1 ),21.1,(+/- 4.3 ),40.0,(+/- 4.7 ),24.3,(+/- 4.2 ),32.7,(+/- 4.7 ),18.5,(+/- 4.7 ),42.6,(+/- 4.4 ),21.6,(+/- 4.4 ),27.4,(+/- 5.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,42.6,(+/- 4.6 ),54.3,(+/- 3.9 ),33.3,(+/- 5.5 ),36.3,(+/- 5.9 ),48.3,(+/- 5.1 ),16.5,(+/- 6.8 ),30.3,(+/- 6.1 ),49.8,(+/- 5.9 ),34.1,(+/- 6.4 ),42.3,(+/- 6.0 ),20.2,(+/- 5.5 ),54.5,(+/- 5.4 ),28.3,(+/- 5.9 ),34.3,(+/- 6.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,53.3,(+/- 11.1 ),55.5,(+/- 12.2 ),48.2,(+/- 13.9 ),28.9,(+/- 11.7 ),51.7,(+/- 12.3 ),6.8,(+/- 6.8 ),27.1,(+/- 16.7 ),62.0,(+/- 16.1 ),54.5,(+/- 15.0 ),42.1,(+/- 13.0 ),26.0,(+/- 18.2 ),50.9,(+/- 13.4 ),24.1,(+/- 17.6 ),24.5,(+/- 12.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,16.7,(+/- 1.2 ),26.6,(+/- 1.5 ),13.0,(+/- 1.2 ),17.8,(+/- 1.9 ),22.0,(+/- 1.3 ),8.5,(+/- 1.0 ),9.9,(+/- 1.2 ),20.8,(+/- 1.4 ),14.1,(+/- 1.4 ),16.7,(+/- 1.3 ),10.4,(+/- 1.0 ),21.2,(+/- 1.4 ),13.9,(+/- 1.9 ),14.9,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,25.3,(+/- 2.4 ),38.2,(+/- 3.0 ),15.9,(+/- 2.3 ),27.9,(+/- 4.2 ),34.8,(+/- 3.7 ),11.4,(+/- 2.2 ),14.0,(+/- 2.4 ),30.7,(+/- 2.8 ),17.8,(+/- 2.3 ),21.0,(+/- 2.3 ),14.3,(+/- 2.3 ),31.5,(+/- 3.0 ),22.1,(+/- 4.3 ),20.9,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,24.7,(+/- 2.5 ),38.0,(+/- 2.9 ),15.7,(+/- 2.2 ),27.9,(+/- 4.2 ),34.7,(+/- 3.7 ),11.2,(+/- 2.3 ),13.6,(+/- 2.4 ),30.4,(+/- 2.8 ),17.6,(+/- 2.3 ),20.8,(+/- 2.3 ),13.8,(+/- 2.3 ),31.3,(+/- 3.0 ),22.0,(+/- 4.3 ),20.4,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,29.2,(+/- 3.7 ),44.6,(+/- 4.6 ),21.6,(+/- 4.4 ),31.8,(+/- 5.8 ),35.9,(+/- 5.2 ),15.8,(+/- 3.7 ),17.1,(+/- 4.1 ),34.4,(+/- 5.5 ),21.8,(+/- 4.6 ),26.3,(+/- 4.5 ),18.2,(+/- 3.9 ),31.0,(+/- 4.5 ),24.1,(+/- 6.5 ),21.3,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,23.0,(+/- 3.0 ),35.5,(+/- 3.2 ),13.7,(+/- 2.2 ),26.4,(+/- 4.5 ),34.2,(+/- 4.8 ),9.6,(+/- 2.4 ),12.5,(+/- 2.4 ),29.0,(+/- 2.8 ),16.3,(+/- 2.6 ),18.9,(+/- 2.7 ),12.2,(+/- 2.3 ),31.4,(+/- 3.3 ),21.2,(+/- 4.5 ),20.1,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,14.0,(+/- 1.2 ),22.6,(+/- 1.3 ),12.1,(+/- 1.2 ),14.2,(+/- 1.3 ),18.5,(+/- 1.0 ),7.6,(+/- 0.9 ),8.3,(+/- 1.0 ),17.6,(+/- 1.3 ),13.0,(+/- 1.3 ),15.3,(+/- 1.1 ),9.1,(+/- 0.8 ),17.9,(+/- 1.2 ),10.9,(+/- 1.2 ),12.9,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,9.7,(+/- 1.8 ),15.8,(+/- 1.9 ),7.6,(+/- 1.4 ),9.6,(+/- 2.1 ),16.1,(+/- 2.1 ),5.2,(+/- 1.5 ),8.2,(+/- 1.9 ),13.3,(+/- 1.7 ),10.0,(+/- 1.4 ),9.2,(+/- 1.4 ),8.3,(+/- 1.9 ),11.3,(+/- 1.7 ),8.1,(+/- 2.1 ),8.3,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,14.2,(+/- 1.4 ),24.1,(+/- 1.8 ),10.8,(+/- 1.3 ),16.6,(+/- 2.1 ),20.6,(+/- 1.9 ),6.8,(+/- 1.1 ),8.5,(+/- 1.3 ),18.3,(+/- 1.5 ),11.2,(+/- 1.5 ),12.8,(+/- 1.5 ),8.5,(+/- 1.1 ),18.7,(+/- 1.6 ),12.7,(+/- 2.2 ),12.5,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,28.1,(+/- 2.3 ),37.3,(+/- 2.6 ),26.5,(+/- 2.9 ),23.3,(+/- 2.4 ),24.7,(+/- 1.7 ),15.9,(+/- 2.2 ),19.9,(+/- 2.8 ),33.5,(+/- 2.9 ),31.1,(+/- 2.5 ),35.8,(+/- 2.3 ),18.6,(+/- 2.3 ),34.2,(+/- 2.4 ),20.6,(+/- 2.2 ),29.3,(+/- 2.8 )
Education,School Enrollment,Population 3 years and over enrolled in school,192543,(+/- 5563 ),181966,(+/- 5237 ),189750,(+/- 6426 ),209236,(+/- 9771 ),198972,(+/- 10927 ),194160,(+/- 9221 ),229444,(+/- 9494 ),186871,(+/- 5850 ),175867,(+/- 5636 ),210064,(+/- 8111 ),201942,(+/- 9268 ),189405,(+/- 5121 ),206719,(+/- 12155 ),180297,(+/- 4668 )
Education,School Enrollment,"Nursery school, preschool",12722,(+/- 1830 ),12270,(+/- 1867 ),11747,(+/- 1801 ),12662,(+/- 2489 ),10837,(+/- 1972 ),13398,(+/- 2314 ),14537,(+/- 2034 ),9692,(+/- 1807 ),8970,(+/- 1349 ),11995,(+/- 2365 ),14043,(+/- 1617 ),11007,(+/- 2037 ),14873,(+/- 2861 ),9712,(+/- 1949 )
Education,School Enrollment,Kindergarten,10162,(+/- 1598 ),9337,(+/- 1705 ),9562,(+/- 2236 ),9108,(+/- 2060 ),9950,(+/- 2000 ),9957,(+/- 2059 ),10580,(+/- 1754 ),10743,(+/- 2287 ),8368,(+/- 1531 ),10307,(+/- 1686 ),9463,(+/- 1812 ),9745,(+/- 1696 ),12740,(+/- 2184 ),9246,(+/- 1504 )
Education,School Enrollment,Elementary school (grades 1-8),77975,(+/- 2716 ),74108,(+/- 3265 ),80012,(+/- 4253 ),89242,(+/- 6276 ),68239,(+/- 5815 ),82955,(+/- 4851 ),103955,(+/- 5061 ),80165,(+/- 3399 ),78005,(+/- 3100 ),79356,(+/- 4506 ),86564,(+/- 4576 ),76744,(+/- 2527 ),87803,(+/- 7788 ),82595,(+/- 3042 )
Education,School Enrollment,High school (grades 9-12),38336,(+/- 2520 ),38119,(+/- 2487 ),44532,(+/- 2852 ),47012,(+/- 3542 ),29988,(+/- 3962 ),42566,(+/- 3207 ),50763,(+/- 3835 ),38926,(+/- 2387 ),42687,(+/- 2754 ),44959,(+/- 3872 ),39949,(+/- 2686 ),39002,(+/- 3013 ),48294,(+/- 4403 ),44068,(+/- 2219 )
Education,School Enrollment,College or graduate school,53348,(+/- 4267 ),48132,(+/- 3529 ),43897,(+/- 3477 ),51212,(+/- 5596 ),79958,(+/- 5827 ),45284,(+/- 5164 ),49609,(+/- 4879 ),47345,(+/- 5005 ),37837,(+/- 3360 ),63447,(+/- 4323 ),51923,(+/- 5594 ),52907,(+/- 4369 ),43009,(+/- 4481 ),34676,(+/- 3509 )
Education,Educational Attainment,Population 25 years and over,482609,(+/- 3895 ),439495,(+/- 5114 ),486651,(+/- 6007 ),491496,(+/- 9665 ),503168,(+/- 9844 ),519292,(+/- 8865 ),505813,(+/- 9061 ),467468,(+/- 4560 ),497075,(+/- 5083 ),467757,(+/- 7620 ),506101,(+/- 7236 ),470113,(+/- 3889 ),477558,(+/- 10803 ),470799,(+/- 3070 )
Education,Educational Attainment,Less than 9th grade,17441,(+/- 2437 ),22986,(+/- 2213 ),19808,(+/- 2661 ),27783,(+/- 3444 ),16284,(+/- 2443 ),19439,(+/- 2902 ),32793,(+/- 3975 ),24417,(+/- 2929 ),35245,(+/- 3634 ),18542,(+/- 2667 ),22389,(+/- 3196 ),24251,(+/- 2832 ),19773,(+/- 3511 ),33456,(+/- 3390 )
Education,Educational Attainment,"9th to 12th grade, no diploma",43485,(+/- 3929 ),55801,(+/- 3676 ),48355,(+/- 4818 ),36622,(+/- 3390 ),40064,(+/- 4021 ),16007,(+/- 2493 ),27556,(+/- 3684 ),47468,(+/- 3556 ),60392,(+/- 4307 ),42552,(+/- 3646 ),30059,(+/- 3556 ),49994,(+/- 3590 ),30518,(+/- 3141 ),59146,(+/- 4910 )
Education,Educational Attainment,High school graduate (includes equivalency),142657,(+/- 6098 ),148766,(+/- 6521 ),148385,(+/- 5532 ),132386,(+/- 6762 ),112644,(+/- 6545 ),66576,(+/- 5578 ),102521,(+/- 6542 ),158170,(+/- 5582 ),163302,(+/- 5719 ),150966,(+/- 6929 ),106114,(+/- 6487 ),160942,(+/- 6237 ),135734,(+/- 7188 ),154917,(+/- 6082 )
Education,Educational Attainment,"Some college, no degree",115254,(+/- 5586 ),98789,(+/- 4572 ),103926,(+/- 5301 ),103141,(+/- 5374 ),93113,(+/- 5294 ),72846,(+/- 4571 ),97812,(+/- 6364 ),95465,(+/- 5277 ),95342,(+/- 4868 ),95771,(+/- 5785 ),107104,(+/- 5858 ),98180,(+/- 4907 ),114020,(+/- 6587 ),103442,(+/- 4895 )
Education,Educational Attainment,Associate's degree,43111,(+/- 3338 ),35651,(+/- 2517 ),37366,(+/- 3642 ),44874,(+/- 3954 ),29613,(+/- 3433 ),29806,(+/- 3456 ),44607,(+/- 5337 ),40116,(+/- 2975 ),35539,(+/- 2996 ),35218,(+/- 3387 ),33038,(+/- 3895 ),38602,(+/- 3372 ),36071,(+/- 3887 ),34596,(+/- 3557 )
Education,Educational Attainment,Bachelor's degree,78181,(+/- 4840 ),46899,(+/- 3613 ),81139,(+/- 5215 ),92663,(+/- 5415 ),119002,(+/- 5052 ),189570,(+/- 7060 ),130527,(+/- 5572 ),58035,(+/- 4434 ),67430,(+/- 4631 ),70313,(+/- 4867 ),135515,(+/- 7307 ),55841,(+/- 3711 ),89167,(+/- 6052 ),55993,(+/- 3672 )
Education,Educational Attainment,Graduate or professional degree,42480,(+/- 3671 ),30603,(+/- 2826 ),47672,(+/- 4216 ),54027,(+/- 3617 ),92448,(+/- 5846 ),125048,(+/- 6129 ),69997,(+/- 4799 ),43797,(+/- 3828 ),39825,(+/- 3008 ),54395,(+/- 3781 ),71882,(+/- 4660 ),42303,(+/- 3358 ),52275,(+/- 4653 ),29249,(+/- 3349 )
Education,Educational Attainment,Percent high school graduate or higher,87.4,(+/- 1.0 ),82.1,(+/- 0.9 ),86.0,(+/- 1.0 ),86.9,(+/- 0.9 ),88.8,(+/- 0.9 ),93.2,(+/- 0.8 ),88.1,(+/- 1.0 ),84.6,(+/- 0.9 ),80.8,(+/- 1.2 ),86.9,(+/- 1.0 ),89.6,(+/- 1.0 ),84.2,(+/- 1.0 ),89.5,(+/- 1.0 ),80.3,(+/- 1.2 )
Education,Educational Attainment,Percent bachelor's degree or higher,25.0,(+/- 1.1 ),17.6,(+/- 1.1 ),26.5,(+/- 1.3 ),29.8,(+/- 1.2 ),42.0,(+/- 1.3 ),60.6,(+/- 1.6 ),39.6,(+/- 1.3 ),21.8,(+/- 1.2 ),21.6,(+/- 1.1 ),26.7,(+/- 1.3 ),41.0,(+/- 1.5 ),20.9,(+/- 1.1 ),29.6,(+/- 1.4 ),18.1,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,230310,G,202809,G,226611,G,150249,G,529484,G,478508,G,359243,G,185537,G,201396,G,159169,G,362353,G,210926,G,171442,G,175666,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",873,G,2357,G,281,G,18,J,2,G,116,J,20,J,1327,G,277,G,805,G,37,H,1294,G,43,H,275,H
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",120,J,239,H,155,J,74,G,201,G,284,J,123,J,737,G,579,H,1291,H,209,J,211,G,118,J,155,J
Business,Paid employees for pay period including March 12,Utilities,1200,J,1013,H,2094,H,592,J,i,D,1267,H,714,G,1570,H,1276,G,973,H,1787,G,3934,J,944,H,870,J
Business,Paid employees for pay period including March 12,Construction,9841,G,7507,G,11414,G,12031,G,14452,G,13381,G,25791,G,7271,G,9672,G,8555,G,23773,G,9187,G,11245,G,6837,G
Business,Paid employees for pay period including March 12,Manufacturing,26160,H,27216,G,37123,G,16747,G,18586,G,8169,G,28975,G,23911,G,48666,G,19549,G,25589,H,26404,G,10813,G,49994,G
Business,Paid employees for pay period including March 12,Wholesale trade,8193,G,9735,G,9000,G,7840,G,22833,G,29346,G,40442,G,6619,G,9414,G,5926,H,28625,H,7633,G,12922,G,8745,G
Business,Paid employees for pay period including March 12,Retail trade,36369,G,27943,G,39174,G,26336,G,36164,G,44794,G,49253,G,32132,G,31904,G,28207,G,42715,G,33263,G,30985,G,25896,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,16615,G,6960,G,10188,G,6503,G,65747,H,9973,H,9361,G,7683,H,8408,G,6041,G,8927,G,7124,G,9814,H,8283,H
Business,Paid employees for pay period including March 12,Information,2819,G,2737,G,3804,G,2991,G,25908,G,40642,H,14139,G,1950,G,2217,G,2103,G,12641,G,3307,G,2213,H,2014,G
Business,Paid employees for pay period including March 12,Finance and insurance,5374,G,19566,H,8120,H,3160,G,22269,H,44650,H,15794,H,6848,G,5247,H,4317,H,21181,G,5673,G,3962,H,3415,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,3447,G,2705,G,2495,G,2528,G,11600,G,9879,G,5198,G,2184,G,1747,G,2665,G,9555,G,2432,G,4901,H,1384,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",8684,G,8534,G,6637,G,6602,G,48035,G,68589,G,31059,G,7589,G,5162,G,5254,G,32766,G,11438,G,4274,G,3883,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,4493,G,2043,H,3299,G,1924,J,31948,G,39061,G,15611,G,2627,J,2922,G,1795,G,19269,G,1916,G,941,G,3072,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,13836,G,12274,G,14926,G,9818,G,34451,G,38442,G,32070,G,11208,G,10430,G,9630,G,36173,G,12887,G,11951,G,5968,G
Business,Paid employees for pay period including March 12,Educational services,4923,H,3202,G,3041,G,2028,G,29588,H,10646,G,5566,G,2490,G,4567,G,2338,G,6202,G,2871,G,2664,G,4358,H
Business,Paid employees for pay period including March 12,Health care and social assistance,34276,G,37509,G,34373,G,22597,G,65845,G,52823,G,32870,G,32948,G,27507,G,25680,G,34510,H,44787,G,28210,G,22592,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",2623,G,1506,H,2549,G,2097,G,9497,G,7544,G,4462,G,2071,H,2076,H,2731,G,4709,G,2141,G,3101,H,1275,G
Business,Paid employees for pay period including March 12,Accommodation and food services,38751,G,20540,G,27214,G,19371,G,64423,G,40239,G,31808,G,26178,G,21068,G,23194,G,38531,G,25759,G,25239,G,18862,G
Business,Paid employees for pay period including March 12,Other services (except public administration),11683,G,9175,G,10671,G,6969,G,22358,G,18575,G,15924,G,8138,G,8220,G,8081,G,15123,G,8645,G,7078,G,7785,G
Business,Paid employees for pay period including March 12,Industries not classified,30,J,48,J,53,H,23,H,58,J,88,J,63,H,56,G,37,J,34,H,31,G,20,J,24,J,3,G
Business,"Annual payroll ($1,000)",Total for all sectors,8921698,G,8092637,G,8444704,G,5810605,G,32891819,G,32962994,G,18217718,G,6282657,G,7616645,G,5488133,G,20587544,G,8129608,G,6935620,G,6472256,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",35192,G,95046,G,11450,G,586,H,46,J,9000,J,571,H,52965,G,9692,G,37441,G,2060,H,47411,G,1149,J,8995,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",5769,H,14891,H,9349,J,3953,G,21135,H,9149,H,8820,J,43451,G,29129,H,83244,H,14388,J,14297,H,7692,J,8935,H
Business,"Annual payroll ($1,000)",Utilities,102972,J,83960,H,159876,H,50548,H,D,D,165544,G,58579,G,124999,H,92424,G,76421,H,166000,G,409942,J,87511,H,72035,J
Business,"Annual payroll ($1,000)",Construction,436581,G,341713,G,589287,G,663132,H,916921,G,882611,G,1534002,G,324001,G,447149,G,401677,G,1483377,G,394102,G,624770,G,319017,G
Business,"Annual payroll ($1,000)",Manufacturing,1912331,H,1276477,G,1851547,G,856207,G,956496,G,625222,G,1609018,G,993294,G,2085732,G,895968,G,1608202,H,1243484,G,557006,G,2114886,G
Business,"Annual payroll ($1,000)",Wholesale trade,455972,G,487147,G,527012,G,422753,G,1392647,G,2833863,H,3043837,G,307527,G,488995,G,310678,H,1542590,G,354801,G,766221,H,421911,G
Business,"Annual payroll ($1,000)",Retail trade,889121,G,656220,G,923280,G,666853,G,989404,G,1280999,G,1453653,G,763388,G,774170,G,683043,G,1171543,G,820278,G,817529,G,618211,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,605082,G,281011,G,411936,G,285365,G,3779426,H,661502,H,401935,G,292448,H,368778,G,236978,G,410992,G,301184,G,471169,G,368546,H
Business,"Annual payroll ($1,000)",Information,136871,G,125648,H,185098,G,166956,H,2625011,G,4494376,H,1106210,G,93589,G,117718,G,87462,G,1025739,G,157190,G,129281,H,94237,G
Business,"Annual payroll ($1,000)",Finance and insurance,310475,G,1280198,H,403408,G,152920,G,2709867,H,4248315,G,1143931,G,365903,G,285423,G,255039,G,2427758,G,301818,G,196213,H,162387,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,129886,G,96443,G,89299,G,121819,G,649114,G,605190,G,269787,G,77692,G,63950,G,102630,G,688594,G,97095,H,612204,J,55622,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",432603,G,407816,G,308524,G,299748,G,4793034,G,5979052,G,2133587,G,393372,G,246208,G,256140,G,2632543,G,676783,H,200342,G,194843,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,243355,H,212625,G,237328,G,198016,J,4241721,H,4286435,G,1410536,G,188652,J,185838,G,56748,G,2085591,G,101647,G,90117,H,285824,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,446939,G,316141,G,409200,G,347922,G,1326716,G,2142168,G,1154950,G,312582,G,298860,G,283878,G,1774611,G,333644,G,356867,G,184536,G
